作成日時,時間,分,時間帯,都道府県,lat,long,性別,年代,車種,用途名,計
2026/05/05,8,27,8時台,長崎県,32.744839,129.873756,女性,40,普通車,自家用車,1
2026/05/05,8,27,8時台,長崎県,32.744839,129.873756,女性,30,普通車,自家用車,1
2026/05/05,8,27,8時台,長崎県,32.744839,129.873756,女性,30,普通車,自家用車,1
2026/05/05,8,28,8時台,熊本県,32.789828,130.741667,女性,50,小型車,自家用車,1
2026/05/05,8,28,8時台,熊本県,32.789828,130.741667,女性,40,小型車,自家用車,1
2026/05/05,8,43,8時台,福岡県,33.606785,130.418314,女性,30,小型車,レンタカー,1
2026/05/05,8,47,8時台,佐賀県,33.249367,130.298822,女性,20,小型車,事業用,1
2026/05/05,8,47,8時台,佐賀県,33.249367,130.298822,女性,20,小型車,事業用,1
2026/05/05,8,55,8時台,山口県,34.186121,131.4705,女性,30,普通車,自家用車,1
2026/05/05,8,55,8時台,山口県,34.186121,131.4705,女性,40,普通車,自家用車,1
2026/05/05,8,58,8時台,佐賀県,33.249367,130.298822,女性,40,小型車,自家用車,1
2026/05/05,8,58,8時台,佐賀県,33.249367,130.298822,男性,80,小型車,自家用車,1
2026/05/05,8,58,8時台,佐賀県,33.249367,130.298822,男性,80,小型車,自家用車,1
2026/05/05,8,58,8時台,佐賀県,33.249367,130.298822,女性,60,小型車,自家用車,1
2026/05/05,8,58,8時台,佐賀県,33.249367,130.298822,女性,50,小型車,自家用車,1
2026/05/05,8,58,8時台,佐賀県,33.249367,130.298822,女性,50,小型車,自家用車,1
2026/05/05,8,58,8時台,佐賀県,33.249367,130.298822,女性,30,小型車,自家用車,1
2026/05/05,8,58,8時台,佐賀県,33.249367,130.298822,女性,50,小型車,自家用車,1
2026/05/05,8,58,8時台,佐賀県,33.249367,130.298822,男性,40,小型車,自家用車,1
2026/05/05,8,59,8時台,佐賀県,33.249367,130.298822,女性,30,小型車,自家用車,1
2026/05/05,9,0,9時台,佐賀県,33.249367,130.298822,男性,70,小型車,自家用車,1
2026/05/05,9,0,9時台,佐賀県,33.249367,130.298822,女性,30,小型車,自家用車,1
2026/05/05,9,0,9時台,佐賀県,33.249367,130.298822,女性,40,小型車,自家用車,1
2026/05/05,9,0,9時台,佐賀県,33.249367,130.298822,女性,80,小型車,自家用車,1
2026/05/05,9,0,9時台,佐賀県,33.249367,130.298822,女性,40,小型車,自家用車,1
2026/05/05,9,0,9時台,佐賀県,33.249367,130.298822,男性,30,小型車,自家用車,1
2026/05/05,9,0,9時台,佐賀県,33.249367,130.298822,男性,30,小型車,自家用車,1
2026/05/05,9,1,9時台,福岡県,33.606785,130.418314,男性,30,普通車,レンタカー,1
2026/05/05,9,1,9時台,福岡県,33.606785,130.418314,男性,20,普通車,レンタカー,1
2026/05/05,9,1,9時台,福岡県,33.606785,130.418314,女性,30,普通車,レンタカー,1
2026/05/05,9,1,9時台,福岡県,33.606785,130.418314,男性,40,普通車,レンタカー,1
2026/05/05,9,1,9時台,福岡県,33.606785,130.418314,男性,70,普通車,レンタカー,1
2026/05/05,9,1,9時台,福岡県,33.606785,130.418314,女性,20,普通車,レンタカー,1
2026/05/05,9,1,9時台,福岡県,33.606785,130.418314,男性,30,普通車,レンタカー,1
2026/05/05,9,4,9時台,福岡県,33.606785,130.418314,男性,40,特殊用途自動車,自家用車,1
2026/05/05,9,4,9時台,福岡県,33.606785,130.418314,女性,40,特殊用途自動車,自家用車,1
2026/05/05,9,4,9時台,福岡県,33.606785,130.418314,男性,40,特殊用途自動車,自家用車,1
2026/05/05,9,4,9時台,福岡県,33.606785,130.418314,男性,40,特殊用途自動車,自家用車,1
2026/05/05,9,5,9時台,福岡県,33.606785,130.418314,女性,30,小型車,レンタカー,1
2026/05/05,9,5,9時台,福岡県,33.606785,130.418314,女性,30,小型車,レンタカー,1
2026/05/05,9,6,9時台,福岡県,33.606785,130.418314,女性,50,小型車,自家用車,1
2026/05/05,9,6,9時台,福岡県,33.606785,130.418314,男性,30,小型車,自家用車,1
2026/05/05,9,6,9時台,福岡県,33.606785,130.418314,女性,30,小型車,自家用車,1
2026/05/05,9,6,9時台,福岡県,33.606785,130.418314,男性,30,小型車,自家用車,1
2026/05/05,9,6,9時台,福岡県,33.606785,130.418314,男性,30,小型車,自家用車,1
2026/05/05,9,6,9時台,福岡県,33.606785,130.418314,女性,70,小型車,自家用車,1
2026/05/05,9,7,9時台,福岡県,33.606785,130.418314,女性,30,小型車,事業用,1
2026/05/05,9,7,9時台,福岡県,33.606785,130.418314,女性,40,小型車,事業用,1
2026/05/05,9,7,9時台,福岡県,33.606785,130.418314,男性,20,小型車,事業用,1
2026/05/05,9,8,9時台,鳥取県,35.503869,134.237672,女性,30,小型車,自家用車,1
2026/05/05,9,8,9時台,鳥取県,35.503869,134.237672,男性,40,小型車,自家用車,1
2026/05/05,9,8,9時台,鳥取県,35.503869,134.237672,女性,60,小型車,自家用車,1
2026/05/05,9,8,9時台,鳥取県,35.503869,134.237672,男性,40,小型車,自家用車,1
2026/05/05,9,8,9時台,鳥取県,35.503869,134.237672,女性,20,小型車,自家用車,1
2026/05/05,9,8,9時台,鳥取県,35.503869,134.237672,女性,20,小型車,自家用車,1
2026/05/05,9,8,9時台,鳥取県,35.503869,134.237672,女性,20,小型車,自家用車,1
2026/05/05,9,10,9時台,兵庫県,34.691279,135.183025,女性,40,小型車,自家用車,1
2026/05/05,9,10,9時台,兵庫県,34.691279,135.183025,男性,20,小型車,自家用車,1
2026/05/05,9,10,9時台,兵庫県,34.691279,135.183025,男性,10,小型車,自家用車,1
2026/05/05,9,12,9時台,福岡県,33.606785,130.418314,男性,40,小型車,自家用車,1
2026/05/05,9,12,9時台,福岡県,33.606785,130.418314,女性,30,小型車,自家用車,1
2026/05/05,9,14,9時台,佐賀県,33.249367,130.298822,男性,70,トラック,自家用車,1
2026/05/05,9,14,9時台,佐賀県,33.249367,130.298822,男性,20,トラック,自家用車,1
2026/05/05,9,14,9時台,佐賀県,33.249367,130.298822,男性,80,トラック,自家用車,1
2026/05/05,9,14,9時台,佐賀県,33.249367,130.298822,男性,20,トラック,自家用車,1
2026/05/05,9,14,9時台,佐賀県,33.249367,130.298822,女性,50,トラック,自家用車,1
2026/05/05,9,14,9時台,佐賀県,33.249367,130.298822,女性,80,トラック,自家用車,1
2026/05/05,9,14,9時台,佐賀県,33.249367,130.298822,男性,80,トラック,自家用車,1
2026/05/05,9,14,9時台,佐賀県,33.249367,130.298822,男性,60,トラック,自家用車,1
2026/05/05,9,14,9時台,佐賀県,33.249367,130.298822,男性,70,トラック,自家用車,1
2026/05/05,9,14,9時台,佐賀県,33.249367,130.298822,男性,20,トラック,自家用車,1
2026/05/05,9,14,9時台,佐賀県,33.249367,130.298822,男性,30,トラック,自家用車,1
2026/05/05,9,14,9時台,佐賀県,33.249367,130.298822,女性,20,トラック,自家用車,1
2026/05/05,9,14,9時台,佐賀県,33.249367,130.298822,男性,50,トラック,自家用車,1
2026/05/05,9,14,9時台,佐賀県,33.249367,130.298822,男性,70,トラック,自家用車,1
2026/05/05,9,14,9時台,佐賀県,33.249367,130.298822,女性,30,トラック,自家用車,1
2026/05/05,9,20,9時台,大分県,33.238194,131.612591,男性,50,小型車,自家用車,1
2026/05/05,9,22,9時台,佐賀県,33.249367,130.298822,男性,50,小型車,自家用車,1
2026/05/05,9,22,9時台,佐賀県,33.249367,130.298822,女性,40,小型車,自家用車,1
2026/05/05,9,23,9時台,佐賀県,33.249367,130.298822,男性,30,軽トラック,自家用車,1
2026/05/05,9,23,9時台,佐賀県,33.249367,130.298822,女性,30,軽トラック,自家用車,1
2026/05/05,9,23,9時台,佐賀県,33.249367,130.298822,女性,50,軽トラック,自家用車,1
2026/05/05,9,23,9時台,佐賀県,33.249367,130.298822,女性,60,軽トラック,自家用車,1
2026/05/05,9,23,9時台,佐賀県,33.249367,130.298822,女性,40,軽トラック,自家用車,1
2026/05/05,9,24,9時台,福岡県,33.606785,130.418314,女性,10,普通車,自家用車,1
2026/05/05,9,24,9時台,福岡県,33.606785,130.418314,女性,30,普通車,自家用車,1
2026/05/05,9,24,9時台,福岡県,33.606785,130.418314,女性,20,普通車,自家用車,1
2026/05/05,9,24,9時台,福岡県,33.606785,130.418314,女性,30,普通車,自家用車,1
2026/05/05,9,24,9時台,福岡県,33.606785,130.418314,女性,20,普通車,自家用車,1
2026/05/05,9,24,9時台,福岡県,33.606785,130.418314,男性,40,普通車,自家用車,1
2026/05/05,9,24,9時台,福岡県,33.606785,130.418314,男性,40,普通車,自家用車,1
2026/05/05,9,24,9時台,福岡県,33.606785,130.418314,男性,20,普通車,自家用車,1
2026/05/05,9,24,9時台,福岡県,33.606785,130.418314,女性,10,普通車,自家用車,1
2026/05/05,9,24,9時台,福岡県,33.606785,130.418314,女性,20,普通車,自家用車,1
2026/05/05,9,24,9時台,福岡県,33.606785,130.418314,女性,30,普通車,自家用車,1
2026/05/05,9,24,9時台,福岡県,33.606785,130.418314,女性,30,普通車,自家用車,1
2026/05/05,9,24,9時台,福岡県,33.606785,130.418314,女性,30,普通車,自家用車,1
2026/05/05,9,25,9時台,佐賀県,33.249367,130.298822,女性,40,小型車,レンタカー,1
2026/05/05,9,25,9時台,佐賀県,33.249367,130.298822,女性,10,小型車,レンタカー,1
2026/05/05,9,25,9時台,佐賀県,33.249367,130.298822,女性,10,小型車,レンタカー,1
2026/05/05,9,25,9時台,佐賀県,33.249367,130.298822,男性,50,小型車,レンタカー,1
2026/05/05,9,25,9時台,佐賀県,33.249367,130.298822,女性,30,小型車,レンタカー,1
2026/05/05,9,25,9時台,佐賀県,33.249367,130.298822,女性,30,小型車,レンタカー,1
2026/05/05,9,25,9時台,佐賀県,33.249367,130.298822,男性,60,小型車,レンタカー,1
2026/05/05,9,25,9時台,佐賀県,33.249367,130.298822,男性,60,小型車,レンタカー,1
2026/05/05,9,25,9時台,佐賀県,33.249367,130.298822,女性,40,小型車,レンタカー,1
2026/05/05,9,25,9時台,佐賀県,33.249367,130.298822,女性,40,小型車,レンタカー,1
2026/05/05,9,25,9時台,佐賀県,33.249367,130.298822,男性,30,小型車,レンタカー,1
2026/05/05,9,25,9時台,佐賀県,33.249367,130.298822,女性,60,小型車,レンタカー,1
2026/05/05,9,25,9時台,佐賀県,33.249367,130.298822,女性,30,小型車,レンタカー,1
2026/05/05,9,25,9時台,佐賀県,33.249367,130.298822,男性,40,小型車,レンタカー,1
2026/05/05,9,25,9時台,佐賀県,33.249367,130.298822,女性,30,小型車,レンタカー,1
2026/05/05,9,25,9時台,佐賀県,33.249367,130.298822,女性,60,小型車,レンタカー,1
2026/05/05,9,25,9時台,佐賀県,33.249367,130.298822,女性,40,小型車,レンタカー,1
2026/05/05,9,25,9時台,佐賀県,33.249367,130.298822,女性,40,小型車,レンタカー,1
2026/05/05,9,25,9時台,佐賀県,33.249367,130.298822,女性,20,小型車,レンタカー,1
2026/05/05,9,25,9時台,佐賀県,33.249367,130.298822,男性,60,小型車,レンタカー,1
2026/05/05,9,28,9時台,福岡県,33.606785,130.418314,女性,30,小型車,自家用車,1
2026/05/05,9,28,9時台,福岡県,33.606785,130.418314,男性,30,小型車,自家用車,1
2026/05/05,9,28,9時台,福岡県,33.606785,130.418314,男性,30,小型車,自家用車,1
2026/05/05,9,28,9時台,福岡県,33.606785,130.418314,男性,60,小型車,自家用車,1
2026/05/05,9,28,9時台,福岡県,33.606785,130.418314,女性,30,小型車,自家用車,1
2026/05/05,9,28,9時台,福岡県,33.606785,130.418314,女性,20,小型車,自家用車,1
2026/05/05,9,28,9時台,福岡県,33.606785,130.418314,男性,30,小型車,自家用車,1
2026/05/05,9,29,9時台,長崎県,32.744839,129.873756,男性,40,小型車,自家用車,1
2026/05/05,9,29,9時台,長崎県,32.744839,129.873756,男性,30,小型車,自家用車,1
2026/05/05,9,29,9時台,長崎県,32.744839,129.873756,男性,40,小型車,自家用車,1
2026/05/05,9,29,9時台,長崎県,32.744839,129.873756,女性,50,小型車,自家用車,1
2026/05/05,9,29,9時台,長崎県,32.744839,129.873756,男性,30,小型車,自家用車,1
2026/05/05,9,29,9時台,長崎県,32.744839,129.873756,女性,20,小型車,自家用車,1
2026/05/05,9,29,9時台,長崎県,32.744839,129.873756,女性,50,小型車,自家用車,1
2026/05/05,9,29,9時台,長崎県,32.744839,129.873756,女性,20,小型車,自家用車,1
2026/05/05,9,29,9時台,長崎県,32.744839,129.873756,男性,40,小型車,自家用車,1
2026/05/05,9,29,9時台,長崎県,32.744839,129.873756,男性,20,小型車,自家用車,1
2026/05/05,9,29,9時台,長崎県,32.744839,129.873756,男性,20,小型車,自家用車,1
2026/05/05,9,29,9時台,長崎県,32.744839,129.873756,女性,30,小型車,自家用車,1
2026/05/05,9,29,9時台,長崎県,32.744839,129.873756,男性,20,小型車,自家用車,1
2026/05/05,9,29,9時台,長崎県,32.744839,129.873756,女性,20,小型車,自家用車,1
2026/05/05,9,29,9時台,長崎県,32.744839,129.873756,女性,20,小型車,自家用車,1
2026/05/05,9,29,9時台,長崎県,32.744839,129.873756,女性,20,小型車,自家用車,1
2026/05/05,9,29,9時台,長崎県,32.744839,129.873756,女性,20,小型車,自家用車,1
2026/05/05,9,29,9時台,長崎県,32.744839,129.873756,女性,30,小型車,自家用車,1
2026/05/05,9,30,9時台,熊本県,32.789828,130.741667,男性,30,小型車,自家用車,1
2026/05/05,9,30,9時台,熊本県,32.789828,130.741667,男性,40,小型車,自家用車,1
2026/05/05,9,30,9時台,熊本県,32.789828,130.741667,男性,20,小型車,自家用車,1
2026/05/05,9,30,9時台,熊本県,32.789828,130.741667,男性,30,小型車,自家用車,1
2026/05/05,9,30,9時台,熊本県,32.789828,130.741667,男性,30,小型車,自家用車,1
2026/05/05,9,30,9時台,熊本県,32.789828,130.741667,女性,30,小型車,自家用車,1
2026/05/05,9,30,9時台,熊本県,32.789828,130.741667,男性,20,小型車,自家用車,1
2026/05/05,9,30,9時台,熊本県,32.789828,130.741667,男性,50,小型車,自家用車,1
2026/05/05,9,30,9時台,熊本県,32.789828,130.741667,男性,40,小型車,自家用車,1
2026/05/05,9,30,9時台,熊本県,32.789828,130.741667,女性,20,小型車,自家用車,1
2026/05/05,9,30,9時台,熊本県,32.789828,130.741667,男性,50,小型車,自家用車,1
2026/05/05,9,30,9時台,熊本県,32.789828,130.741667,男性,20,小型車,自家用車,1
2026/05/05,9,30,9時台,熊本県,32.789828,130.741667,女性,30,小型車,自家用車,1
2026/05/05,9,30,9時台,熊本県,32.789828,130.741667,男性,30,小型車,自家用車,1
2026/05/05,9,30,9時台,熊本県,32.789828,130.741667,女性,60,小型車,自家用車,1
2026/05/05,9,31,9時台,福岡県,33.606785,130.418314,男性,30,普通車,自家用車,1
2026/05/05,9,31,9時台,福岡県,33.606785,130.418314,男性,20,普通車,自家用車,1
2026/05/05,9,31,9時台,福岡県,33.606785,130.418314,男性,20,普通車,自家用車,1
2026/05/05,9,31,9時台,福岡県,33.606785,130.418314,男性,20,普通車,自家用車,1
2026/05/05,9,31,9時台,福岡県,33.606785,130.418314,男性,40,普通車,自家用車,1
2026/05/05,9,31,9時台,福岡県,33.606785,130.418314,女性,40,普通車,自家用車,1
2026/05/05,9,31,9時台,福岡県,33.606785,130.418314,女性,40,普通車,自家用車,1
2026/05/05,9,31,9時台,福岡県,33.606785,130.418314,女性,40,普通車,自家用車,1
2026/05/05,9,32,9時台,佐賀県,33.249367,130.298822,男性,40,普通車,自家用車,1
2026/05/05,9,32,9時台,佐賀県,33.249367,130.298822,女性,40,普通車,自家用車,1
2026/05/05,9,33,9時台,佐賀県,33.249367,130.298822,女性,20,小型車,自家用車,1
2026/05/05,9,35,9時台,福岡県,33.606785,130.418314,女性,30,普通車,自家用車,1
2026/05/05,9,35,9時台,福岡県,33.606785,130.418314,男性,40,普通車,自家用車,1
2026/05/05,9,35,9時台,福岡県,33.606785,130.418314,男性,40,普通車,自家用車,1
2026/05/05,9,35,9時台,福岡県,33.606785,130.418314,女性,30,普通車,自家用車,1
2026/05/05,9,35,9時台,福岡県,33.606785,130.418314,男性,40,普通車,自家用車,1
2026/05/05,9,35,9時台,福岡県,33.606785,130.418314,男性,30,普通車,自家用車,1
2026/05/05,9,35,9時台,福岡県,33.606785,130.418314,女性,10,普通車,自家用車,1
2026/05/05,9,35,9時台,福岡県,33.606785,130.418314,男性,20,普通車,自家用車,1
2026/05/05,9,35,9時台,福岡県,33.606785,130.418314,女性,10,普通車,自家用車,1
2026/05/05,9,35,9時台,福岡県,33.606785,130.418314,女性,30,普通車,自家用車,1
2026/05/05,9,35,9時台,福岡県,33.606785,130.418314,女性,30,普通車,自家用車,1
2026/05/05,9,35,9時台,福岡県,33.606785,130.418314,女性,20,普通車,自家用車,1
2026/05/05,9,35,9時台,福岡県,33.606785,130.418314,男性,10,普通車,自家用車,1
2026/05/05,9,35,9時台,福岡県,33.606785,130.418314,女性,10,普通車,自家用車,1
2026/05/05,9,35,9時台,福岡県,33.606785,130.418314,男性,20,普通車,自家用車,1
2026/05/05,9,35,9時台,福岡県,33.606785,130.418314,男性,30,普通車,自家用車,1
2026/05/05,9,35,9時台,福岡県,33.606785,130.418314,男性,60,普通車,自家用車,1
2026/05/05,9,35,9時台,福岡県,33.606785,130.418314,男性,30,普通車,自家用車,1
2026/05/05,9,36,9時台,大分県,33.238194,131.612591,女性,20,普通車,自家用車,1
2026/05/05,9,36,9時台,大分県,33.238194,131.612591,女性,10,普通車,自家用車,1
2026/05/05,9,36,9時台,大分県,33.238194,131.612591,女性,40,普通車,自家用車,1
2026/05/05,9,36,9時台,大分県,33.238194,131.612591,女性,30,普通車,自家用車,1
2026/05/05,9,36,9時台,大分県,33.238194,131.612591,男性,30,普通車,自家用車,1
2026/05/05,9,36,9時台,大分県,33.238194,131.612591,男性,60,普通車,自家用車,1
2026/05/05,9,36,9時台,大分県,33.238194,131.612591,女性,40,普通車,自家用車,1
2026/05/05,9,36,9時台,大分県,33.238194,131.612591,男性,30,普通車,自家用車,1
2026/05/05,9,36,9時台,大分県,33.238194,131.612591,女性,30,普通車,自家用車,1
2026/05/05,9,36,9時台,大分県,33.238194,131.612591,女性,40,普通車,自家用車,1
2026/05/05,9,36,9時台,大分県,33.238194,131.612591,女性,40,普通車,自家用車,1
2026/05/05,9,36,9時台,大分県,33.238194,131.612591,女性,40,普通車,自家用車,1
2026/05/05,9,36,9時台,大分県,33.238194,131.612591,男性,70,普通車,自家用車,1
2026/05/05,9,36,9時台,大分県,33.238194,131.612591,女性,20,普通車,自家用車,1
2026/05/05,9,36,9時台,大分県,33.238194,131.612591,女性,20,普通車,自家用車,1
2026/05/05,9,36,9時台,大分県,33.238194,131.612591,男性,30,普通車,自家用車,1
2026/05/05,9,36,9時台,大分県,33.238194,131.612591,女性,40,普通車,自家用車,1
2026/05/05,9,36,9時台,大分県,33.238194,131.612591,女性,30,普通車,自家用車,1
2026/05/05,9,36,9時台,大分県,33.238194,131.612591,女性,30,普通車,自家用車,1
2026/05/05,9,36,9時台,大分県,33.238194,131.612591,男性,30,普通車,自家用車,1
2026/05/05,9,36,9時台,大分県,33.238194,131.612591,女性,30,普通車,自家用車,1
2026/05/05,9,37,9時台,佐賀県,33.249367,130.298822,女性,20,小型車,自家用車,1
2026/05/05,9,37,9時台,佐賀県,33.249367,130.298822,女性,50,小型車,自家用車,1
2026/05/05,9,37,9時台,佐賀県,33.249367,130.298822,男性,30,小型車,自家用車,1
2026/05/05,9,37,9時台,佐賀県,33.249367,130.298822,女性,40,小型車,自家用車,1
2026/05/05,9,37,9時台,佐賀県,33.249367,130.298822,女性,30,小型車,自家用車,1
2026/05/05,9,37,9時台,佐賀県,33.249367,130.298822,女性,30,小型車,自家用車,1
2026/05/05,9,37,9時台,佐賀県,33.249367,130.298822,女性,30,小型車,自家用車,1
2026/05/05,9,37,9時台,佐賀県,33.249367,130.298822,女性,20,小型車,自家用車,1
2026/05/05,9,37,9時台,佐賀県,33.249367,130.298822,女性,40,小型車,自家用車,1
2026/05/05,9,37,9時台,佐賀県,33.249367,130.298822,女性,20,小型車,自家用車,1
2026/05/05,9,37,9時台,佐賀県,33.249367,130.298822,女性,50,小型車,自家用車,1
2026/05/05,9,37,9時台,佐賀県,33.249367,130.298822,女性,30,小型車,自家用車,1
2026/05/05,9,37,9時台,佐賀県,33.249367,130.298822,女性,30,小型車,自家用車,1
2026/05/05,9,37,9時台,佐賀県,33.249367,130.298822,女性,30,小型車,自家用車,1
2026/05/05,9,37,9時台,佐賀県,33.249367,130.298822,女性,30,小型車,自家用車,1
2026/05/05,9,38,9時台,高知県,33.559705,133.53108,女性,50,普通車,自家用車,1
2026/05/05,9,38,9時台,高知県,33.559705,133.53108,女性,30,普通車,自家用車,1
2026/05/05,9,38,9時台,高知県,33.559705,133.53108,女性,60,普通車,自家用車,1
2026/05/05,9,38,9時台,高知県,33.559705,133.53108,女性,30,普通車,自家用車,1
2026/05/05,9,38,9時台,高知県,33.559705,133.53108,女性,50,普通車,自家用車,1
2026/05/05,9,39,9時台,福岡県,33.606785,130.418314,女性,30,小型車,自家用車,1
2026/05/05,9,39,9時台,福岡県,33.606785,130.418314,男性,50,小型車,自家用車,1
2026/05/05,9,39,9時台,福岡県,33.606785,130.418314,女性,40,小型車,自家用車,1
2026/05/05,9,39,9時台,福岡県,33.606785,130.418314,女性,40,小型車,自家用車,1
2026/05/05,9,39,9時台,福岡県,33.606785,130.418314,男性,20,小型車,自家用車,1
2026/05/05,9,39,9時台,福岡県,33.606785,130.418314,女性,30,小型車,自家用車,1
2026/05/05,9,39,9時台,福岡県,33.606785,130.418314,男性,40,小型車,自家用車,1
2026/05/05,9,39,9時台,福岡県,33.606785,130.418314,男性,30,小型車,自家用車,1
2026/05/05,9,40,9時台,富山県,36.69529,137.211338,女性,10,普通車,自家用車,1
2026/05/05,9,40,9時台,富山県,36.69529,137.211338,女性,30,普通車,自家用車,1
2026/05/05,9,40,9時台,富山県,36.69529,137.211338,男性,30,普通車,自家用車,1
2026/05/05,9,40,9時台,富山県,36.69529,137.211338,女性,30,普通車,自家用車,1
2026/05/05,9,41,9時台,福岡県,33.606785,130.418314,女性,30,小型車,自家用車,1
2026/05/05,9,41,9時台,福岡県,33.606785,130.418314,女性,30,小型車,自家用車,1
2026/05/05,9,41,9時台,福岡県,33.606785,130.418314,男性,30,小型車,自家用車,1
2026/05/05,9,43,9時台,福岡県,33.606785,130.418314,女性,30,普通車,自家用車,1
2026/05/05,9,43,9時台,福岡県,33.606785,130.418314,男性,20,普通車,自家用車,1
2026/05/05,9,43,9時台,福岡県,33.606785,130.418314,女性,20,普通車,自家用車,1
2026/05/05,9,43,9時台,福岡県,33.606785,130.418314,男性,60,普通車,自家用車,1
2026/05/05,9,43,9時台,福岡県,33.606785,130.418314,女性,30,普通車,自家用車,1
2026/05/05,9,43,9時台,福岡県,33.606785,130.418314,女性,10,普通車,自家用車,1
2026/05/05,9,43,9時台,福岡県,33.606785,130.418314,男性,40,普通車,自家用車,1
2026/05/05,9,43,9時台,福岡県,33.606785,130.418314,女性,40,普通車,自家用車,1
2026/05/05,9,44,9時台,群馬県,36.391208,139.060156,男性,70,軽トラック,自家用車,1
2026/05/05,9,44,9時台,群馬県,36.391208,139.060156,女性,50,軽トラック,自家用車,1
2026/05/05,9,44,9時台,群馬県,36.391208,139.060156,男性,70,軽トラック,自家用車,1
2026/05/05,9,44,9時台,群馬県,36.391208,139.060156,女性,60,軽トラック,自家用車,1
2026/05/05,9,44,9時台,群馬県,36.391208,139.060156,男性,100,軽トラック,自家用車,1
2026/05/05,9,44,9時台,群馬県,36.391208,139.060156,女性,30,軽トラック,自家用車,1
2026/05/05,9,44,9時台,群馬県,36.391208,139.060156,女性,40,軽トラック,自家用車,1
2026/05/05,9,46,9時台,福岡県,33.606785,130.418314,男性,30,小型車,レンタカー,1
2026/05/05,9,46,9時台,福岡県,33.606785,130.418314,女性,30,小型車,レンタカー,1
2026/05/05,9,46,9時台,福岡県,33.606785,130.418314,女性,30,小型車,レンタカー,1
2026/05/05,9,46,9時台,福岡県,33.606785,130.418314,男性,30,小型車,レンタカー,1
2026/05/05,9,46,9時台,福岡県,33.606785,130.418314,女性,0,小型車,レンタカー,1
2026/05/05,9,47,9時台,福岡県,33.606785,130.418314,女性,20,小型車,自家用車,1
2026/05/05,9,47,9時台,福岡県,33.606785,130.418314,女性,50,小型車,自家用車,1
2026/05/05,9,47,9時台,福岡県,33.606785,130.418314,男性,30,小型車,自家用車,1
2026/05/05,9,47,9時台,福岡県,33.606785,130.418314,女性,20,小型車,自家用車,1
2026/05/05,9,47,9時台,福岡県,33.606785,130.418314,女性,20,小型車,自家用車,1
2026/05/05,9,47,9時台,福岡県,33.606785,130.418314,女性,30,小型車,自家用車,1
2026/05/05,9,47,9時台,福岡県,33.606785,130.418314,女性,40,小型車,自家用車,1
2026/05/05,9,47,9時台,福岡県,33.606785,130.418314,男性,20,小型車,自家用車,1
2026/05/05,9,47,9時台,福岡県,33.606785,130.418314,女性,40,小型車,自家用車,1
2026/05/05,9,47,9時台,福岡県,33.606785,130.418314,男性,30,小型車,自家用車,1
2026/05/05,9,47,9時台,福岡県,33.606785,130.418314,女性,40,小型車,自家用車,1
2026/05/05,9,47,9時台,福岡県,33.606785,130.418314,男性,10,小型車,自家用車,1
2026/05/05,9,47,9時台,福岡県,33.606785,130.418314,女性,50,小型車,自家用車,1
2026/05/05,9,47,9時台,福岡県,33.606785,130.418314,女性,40,小型車,自家用車,1
2026/05/05,9,47,9時台,福岡県,33.606785,130.418314,女性,10,小型車,自家用車,1
2026/05/05,9,47,9時台,福岡県,33.606785,130.418314,女性,30,小型車,自家用車,1
2026/05/05,9,47,9時台,福岡県,33.606785,130.418314,男性,30,小型車,自家用車,1
2026/05/05,9,47,9時台,福岡県,33.606785,130.418314,女性,50,小型車,自家用車,1
2026/05/05,9,47,9時台,福岡県,33.606785,130.418314,男性,50,小型車,自家用車,1
2026/05/05,9,47,9時台,福岡県,33.606785,130.418314,女性,40,小型車,自家用車,1
2026/05/05,9,47,9時台,福岡県,33.606785,130.418314,男性,60,小型車,自家用車,1
2026/05/05,9,47,9時台,福岡県,33.606785,130.418314,女性,30,小型車,自家用車,1
2026/05/05,9,47,9時台,福岡県,33.606785,130.418314,男性,60,小型車,自家用車,1
2026/05/05,9,47,9時台,福岡県,33.606785,130.418314,女性,40,小型車,自家用車,1
2026/05/05,9,48,9時台,神奈川県,35.447753,139.642514,男性,40,普通車,自家用車,1
2026/05/05,9,48,9時台,神奈川県,35.447753,139.642514,男性,60,普通車,自家用車,1
2026/05/05,9,48,9時台,神奈川県,35.447753,139.642514,女性,30,普通車,自家用車,1
2026/05/05,9,48,9時台,神奈川県,35.447753,139.642514,女性,40,普通車,自家用車,1
2026/05/05,9,48,9時台,神奈川県,35.447753,139.642514,男性,40,普通車,自家用車,1
2026/05/05,9,48,9時台,神奈川県,35.447753,139.642514,男性,60,普通車,自家用車,1
2026/05/05,9,48,9時台,神奈川県,35.447753,139.642514,男性,30,普通車,自家用車,1
2026/05/05,9,48,9時台,神奈川県,35.447753,139.642514,女性,40,普通車,自家用車,1
2026/05/05,9,48,9時台,神奈川県,35.447753,139.642514,男性,60,普通車,自家用車,1
2026/05/05,9,48,9時台,神奈川県,35.447753,139.642514,男性,70,普通車,自家用車,1
2026/05/05,9,48,9時台,神奈川県,35.447753,139.642514,女性,40,普通車,自家用車,1
2026/05/05,9,48,9時台,神奈川県,35.447753,139.642514,男性,70,普通車,自家用車,1
2026/05/05,9,48,9時台,神奈川県,35.447753,139.642514,女性,50,普通車,自家用車,1
2026/05/05,9,48,9時台,神奈川県,35.447753,139.642514,男性,40,普通車,自家用車,1
