作成日時,到着時間,分,都道府県,lat,long,性別,年代,車種,用途名,No.
2025/5/5,12,18,宮崎県,31.91109,131.423855,男性,40,小型車,自家用車,1
2025/5/5,12,20,福岡県,33.606785,130.418314,女性,20,普通車,自家用車,1
2025/5/5,12,21,福岡県,33.606785,130.418314,女性,30,小型車,自家用車,1
2025/5/5,12,21,福岡県,33.606785,130.418314,女性,30,小型車,自家用車,1
2025/5/5,12,21,福岡県,33.606785,130.418314,女性,40,小型車,自家用車,1
2025/5/5,12,21,福岡県,33.606785,130.418314,女性,20,小型車,自家用車,1
2025/5/5,12,21,福岡県,33.606785,130.418314,女性,50,小型車,自家用車,1
2025/5/5,12,22,福岡県,33.606785,130.418314,女性,20,小型車,自家用車,1
2025/5/5,12,22,福岡県,33.606785,130.418314,男性,60,小型車,自家用車,1
2025/5/5,12,22,福岡県,33.606785,130.418314,女性,50,小型車,自家用車,1
2025/5/5,12,23,熊本県,32.789828,130.741667,男性,30,普通車,自家用車,1
2025/5/5,12,23,熊本県,32.789828,130.741667,男性,70,普通車,自家用車,1
2025/5/5,12,24,佐賀県,33.249367,130.298822,女性,20,小型車,自家用車,1
2025/5/5,12,24,佐賀県,33.249367,130.298822,女性,20,小型車,自家用車,1
2025/5/5,12,24,佐賀県,33.249367,130.298822,女性,50,小型車,自家用車,1
2025/5/5,12,29,鹿児島県,31.560148,130.557981,男性,70,小型車,レンタカー,1
2025/5/5,12,29,鹿児島県,31.560148,130.557981,女性,60,小型車,レンタカー,1
2025/5/5,12,31,佐賀県,33.249367,130.298822,女性,30,小型車,自家用車,1
2025/5/5,12,31,佐賀県,33.249367,130.298822,女性,20,小型車,自家用車,1
2025/5/5,12,31,佐賀県,33.249367,130.298822,男性,10,小型車,自家用車,1
2025/5/5,12,34,福岡県,33.606785,130.418314,女性,10,小型車,自家用車,1
2025/5/5,12,35,福岡県,33.606785,130.418314,男性,60,小型車,事業用,1
2025/5/5,12,36,福岡県,33.606785,130.418314,男性,60,普通車,自家用車,1
2025/5/5,12,37,福岡県,33.606785,130.418314,男性,40,小型車,自家用車,1
2025/5/5,12,38,福岡県,33.606785,130.418314,男性,30,小型車,自家用車,1
2025/5/5,12,38,福岡県,33.606785,130.418314,女性,40,小型車,自家用車,1
2025/5/5,12,38,福岡県,33.606785,130.418314,女性,40,小型車,自家用車,1
2025/5/5,12,39,福岡県,33.606785,130.418314,女性,30,普通車,自家用車,1
2025/5/5,12,39,福岡県,33.606785,130.418314,女性,30,普通車,自家用車,1
2025/5/5,12,39,福岡県,33.606785,130.418314,女性,30,普通車,自家用車,1
2025/5/5,12,43,佐賀県,33.249367,130.298822,男性,10,小型車,自家用車,1
2025/5/5,12,43,佐賀県,33.249367,130.298822,男性,30,小型車,自家用車,1
2025/5/5,12,44,熊本県,32.789828,130.741667,女性,30,小型車,自家用車,1
2025/5/5,12,44,熊本県,32.789828,130.741667,男性,30,小型車,自家用車,1
2025/5/5,12,44,熊本県,32.789828,130.741667,男性,30,小型車,自家用車,1
2025/5/5,12,45,愛知県,35.180188,136.906565,女性,10,普通車,自家用車,1
2025/5/5,12,45,愛知県,35.180188,136.906565,男性,40,普通車,自家用車,1
2025/5/5,12,45,愛知県,35.180188,136.906565,女性,40,普通車,自家用車,1
2025/5/5,12,45,愛知県,35.180188,136.906565,男性,30,普通車,自家用車,1
2025/5/5,12,46,宮崎県,31.91109,131.423855,男性,30,普通車,自家用車,1
2025/5/5,12,47,福岡県,33.606785,130.418314,女性,40,小型車,自家用車,1
2025/5/5,12,47,福岡県,33.606785,130.418314,男性,50,小型車,自家用車,1
2025/5/5,12,49,福岡県,33.606785,130.418314,男性,30,小型車,自家用車,1
2025/5/5,12,49,福岡県,33.606785,130.418314,女性,30,小型車,自家用車,1
2025/5/5,12,49,福岡県,33.606785,130.418314,女性,30,小型車,自家用車,1
2025/5/5,12,50,佐賀県,33.249367,130.298822,男性,40,小型車,事業用,1
2025/5/5,12,50,佐賀県,33.249367,130.298822,女性,40,小型車,事業用,1
2025/5/5,12,50,佐賀県,33.249367,130.298822,女性,70,小型車,事業用,1
2025/5/5,12,50,佐賀県,33.249367,130.298822,女性,50,小型車,事業用,1
2025/5/5,12,50,佐賀県,33.249367,130.298822,男性,30,小型車,事業用,1
2025/5/5,12,52,北海道,43.063968,141.347899,男性,40,小型車,自家用車,1
2025/5/5,12,52,北海道,43.063968,141.347899,女性,40,小型車,自家用車,1
2025/5/5,12,53,埼玉県,35.857428,139.648933,女性,30,普通車,自家用車,1
2025/5/5,12,53,埼玉県,35.857428,139.648933,女性,30,普通車,自家用車,1
2025/5/5,12,55,佐賀県,33.249367,130.298822,男性,70,普通車,自家用車,1
2025/5/5,12,55,佐賀県,33.249367,130.298822,女性,30,普通車,自家用車,1
2025/5/5,12,55,佐賀県,33.249367,130.298822,男性,30,普通車,自家用車,1
2025/5/5,12,56,福岡県,33.606785,130.418314,男性,20,普通車,自家用車,1
2025/5/5,12,56,福岡県,33.606785,130.418314,女性,30,普通車,自家用車,1
2025/5/5,12,56,福岡県,33.606785,130.418314,男性,40,普通車,自家用車,1
2025/5/5,12,58,山口県,34.186121,131.4705,女性,30,普通車,自家用車,1
2025/5/5,12,58,山口県,34.186121,131.4705,男性,30,普通車,自家用車,1
2025/5/5,12,58,山口県,34.186121,131.4705,女性,30,普通車,自家用車,1
2025/5/5,12,59,福岡県,33.606785,130.418314,男性,40,普通車,自家用車,1
2025/5/5,13,0,岐阜県,35.391227,136.722291,女性,30,普通車,自家用車,1
2025/5/5,13,2,大分県,33.238194,131.612591,女性,30,普通車,自家用車,1
2025/5/5,13,2,大分県,33.238194,131.612591,女性,20,普通車,自家用車,1
2025/5/5,13,2,大分県,33.238194,131.612591,女性,20,普通車,自家用車,1
2025/5/5,13,2,大分県,33.238194,131.612591,男性,30,普通車,自家用車,1
2025/5/5,13,2,大分県,33.238194,131.612591,男性,30,普通車,自家用車,1
2025/5/5,13,3,福岡県,33.606785,130.418314,男性,40,小型車,自家用車,1
2025/5/5,13,3,福岡県,33.606785,130.418314,女性,40,小型車,自家用車,1
2025/5/5,13,4,福岡県,33.606785,130.418314,男性,20,小型車,事業用,1
2025/5/5,13,4,福岡県,33.606785,130.418314,男性,30,小型車,事業用,1
2025/5/5,13,6,福岡県,33.606785,130.418314,男性,60,小型車,自家用車,1
2025/5/5,13,7,長崎県,32.744839,129.873756,女性,30,小型車,自家用車,1
2025/5/5,13,8,福岡県,33.606785,130.418314,女性,40,小型車,レンタカー,1
2025/5/5,13,9,熊本県,32.789828,130.741667,男性,40,小型車,事業用,1
2025/5/5,13,9,熊本県,32.789828,130.741667,男性,40,小型車,事業用,1
2025/5/5,13,9,熊本県,32.789828,130.741667,女性,30,小型車,事業用,1
2025/5/5,13,11,佐賀県,33.249367,130.298822,男性,30,小型車,事業用,1
2025/5/5,13,11,佐賀県,33.249367,130.298822,女性,30,小型車,事業用,1
2025/5/5,13,11,佐賀県,33.249367,130.298822,女性,20,小型車,事業用,1
2025/5/5,13,12,栃木県,36.565725,139.883565,女性,50,軽トラック,自家用車,1
2025/5/5,13,12,栃木県,36.565725,139.883565,女性,30,軽トラック,自家用車,1
2025/5/5,13,12,栃木県,36.565725,139.883565,男性,40,軽トラック,自家用車,1
2025/5/5,13,12,栃木県,36.565725,139.883565,女性,20,軽トラック,自家用車,1
2025/5/5,13,13,福岡県,33.606785,130.418314,女性,30,普通車,自家用車,1
2025/5/5,13,13,福岡県,33.606785,130.418314,女性,30,普通車,自家用車,1
2025/5/5,13,13,福岡県,33.606785,130.418314,男性,50,普通車,自家用車,1
2025/5/5,13,14,佐賀県,33.249367,130.298822,女性,60,小型車,自家用車,1
2025/5/5,13,14,佐賀県,33.249367,130.298822,女性,20,小型車,自家用車,1
2025/5/5,13,14,佐賀県,33.249367,130.298822,男性,50,小型車,自家用車,1
2025/5/5,13,15,福岡県,33.606785,130.418314,女性,20,小型車,自家用車,1
2025/5/5,13,15,福岡県,33.606785,130.418314,男性,50,小型車,自家用車,1
2025/5/5,13,15,福岡県,33.606785,130.418314,男性,40,小型車,自家用車,1
2025/5/5,13,16,福岡県,33.606785,130.418314,女性,70,軽トラック,自家用車,1
2025/5/5,13,16,福岡県,33.606785,130.418314,女性,40,軽トラック,自家用車,1
2025/5/5,13,16,福岡県,33.606785,130.418314,女性,40,軽トラック,自家用車,1
2025/5/5,13,16,福岡県,33.606785,130.418314,女性,60,軽トラック,自家用車,1
2025/5/5,13,17,福岡県,33.606785,130.418314,女性,40,普通車,自家用車,1
2025/5/5,13,17,福岡県,33.606785,130.418314,男性,60,普通車,自家用車,1
2025/5/5,13,18,長崎県,32.744839,129.873756,男性,70,普通車,自家用車,1
2025/5/5,13,18,長崎県,32.744839,129.873756,女性,30,普通車,自家用車,1
2025/5/5,13,18,長崎県,32.744839,129.873756,男性,20,普通車,自家用車,1
2025/5/5,13,19,岡山県,34.661772,133.934675,女性,20,普通車,自家用車,1
2025/5/5,13,19,岡山県,34.661772,133.934675,女性,30,普通車,自家用車,1
2025/5/5,13,20,福岡県,33.606785,130.418314,女性,20,小型車,自家用車,1
2025/5/5,13,20,福岡県,33.606785,130.418314,男性,40,小型車,自家用車,1
2025/5/5,13,20,福岡県,33.606785,130.418314,女性,40,小型車,自家用車,1
2025/5/5,13,20,福岡県,33.606785,130.418314,女性,0,小型車,自家用車,1
2025/5/5,13,21,福岡県,33.606785,130.418314,男性,30,普通車,自家用車,1
2025/5/5,13,21,福岡県,33.606785,130.418314,女性,30,普通車,自家用車,1
2025/5/5,13,21,福岡県,33.606785,130.418314,男性,30,普通車,自家用車,1
2025/5/5,13,22,愛媛県,33.84166,132.765362,男性,60,軽トラック,自家用車,1
2025/5/5,13,22,愛媛県,33.84166,132.765362,男性,70,軽トラック,自家用車,1
2025/5/5,13,23,愛知県,35.180188,136.906565,女性,30,小型車,自家用車,1
2025/5/5,13,23,愛知県,35.180188,136.906565,女性,20,小型車,自家用車,1
2025/5/5,13,24,埼玉県,35.857428,139.648933,女性,50,普通車,自家用車,1
2025/5/5,13,24,埼玉県,35.857428,139.648933,男性,60,普通車,自家用車,1
2025/5/5,13,24,埼玉県,35.857428,139.648933,男性,30,普通車,自家用車,1
2025/5/5,13,24,埼玉県,35.857428,139.648933,女性,40,普通車,自家用車,1
2025/5/5,13,24,埼玉県,35.857428,139.648933,女性,30,普通車,自家用車,1
2025/5/5,13,24,埼玉県,35.857428,139.648933,男性,30,普通車,自家用車,1
2025/5/5,13,26,福岡県,33.606785,130.418314,女性,20,普通車,自家用車,1
2025/5/5,13,26,福岡県,33.606785,130.418314,男性,30,普通車,自家用車,1
2025/5/5,13,27,石川県,36.594682,136.625573,女性,30,軽トラック,自家用車,1
2025/5/5,13,27,石川県,36.594682,136.625573,男性,60,軽トラック,自家用車,1
2025/5/5,13,27,石川県,36.594682,136.625573,女性,50,軽トラック,自家用車,1
2025/5/5,13,29,福岡県,33.606785,130.418314,女性,40,普通車,自家用車,1
2025/5/5,13,33,奈良県,34.685333,135.832744,女性,10,普通車,自家用車,1
2025/5/5,13,34,佐賀県,33.249367,130.298822,女性,30,小型車,自家用車,1
2025/5/5,13,37,佐賀県,33.249367,130.298822,女性,20,普通車,自家用車,1
2025/5/5,13,37,佐賀県,33.249367,130.298822,男性,30,普通車,自家用車,1
2025/5/5,13,37,佐賀県,33.249367,130.298822,女性,30,普通車,自家用車,1
2025/5/5,13,38,長崎県,32.744839,129.873756,男性,30,小型車,自家用車,1
2025/5/5,13,38,長崎県,32.744839,129.873756,女性,50,小型車,自家用車,1
2025/5/5,13,38,長崎県,32.744839,129.873756,女性,20,小型車,自家用車,1
2025/5/5,13,38,長崎県,32.744839,129.873756,女性,20,小型車,自家用車,1
2025/5/5,13,38,長崎県,32.744839,129.873756,男性,50,小型車,自家用車,1
2025/5/5,13,39,福岡県,33.606785,130.418314,男性,30,小型車,自家用車,1
2025/5/5,13,39,福岡県,33.606785,130.418314,女性,20,小型車,自家用車,1
2025/5/5,13,39,福岡県,33.606785,130.418314,女性,30,小型車,自家用車,1
2025/5/5,13,40,福岡県,33.606785,130.418314,女性,40,普通車,自家用車,1
2025/5/5,13,40,福岡県,33.606785,130.418314,男性,40,普通車,自家用車,1
2025/5/5,13,40,福岡県,33.606785,130.418314,女性,30,普通車,自家用車,1
2025/5/5,13,40,福岡県,33.606785,130.418314,女性,30,普通車,自家用車,1
2025/5/5,13,43,福岡県,33.606785,130.418314,女性,30,小型車,自家用車,1
2025/5/5,13,43,福岡県,33.606785,130.418314,女性,20,小型車,自家用車,1
2025/5/5,13,43,福岡県,33.606785,130.418314,男性,50,小型車,自家用車,1
2025/5/5,13,44,奈良県,34.685333,135.832744,男性,30,普通車,事業用,1
2025/5/5,13,44,奈良県,34.685333,135.832744,男性,50,普通車,事業用,1
2025/5/5,13,44,奈良県,34.685333,135.832744,男性,40,普通車,事業用,1
2025/5/5,13,44,奈良県,34.685333,135.832744,女性,50,普通車,事業用,1
2025/5/5,13,44,奈良県,34.685333,135.832744,男性,40,普通車,事業用,1
2025/5/5,13,44,奈良県,34.685333,135.832744,女性,30,普通車,事業用,1
2025/5/5,13,46,福岡県,33.606785,130.418314,男性,20,普通車,自家用車,1
2025/5/5,13,46,福岡県,33.606785,130.418314,男性,20,普通車,自家用車,1
2025/5/5,13,46,福岡県,33.606785,130.418314,女性,30,普通車,自家用車,1
2025/5/5,13,46,福岡県,33.606785,130.418314,男性,10,普通車,自家用車,1
2025/5/5,13,46,福岡県,33.606785,130.418314,女性,60,普通車,自家用車,1
2025/5/5,13,49,佐賀県,33.249367,130.298822,女性,50,小型車,レンタカー,1
2025/5/5,13,49,佐賀県,33.249367,130.298822,男性,30,小型車,レンタカー,1
2025/5/5,13,49,佐賀県,33.249367,130.298822,男性,50,小型車,レンタカー,1
2025/5/5,13,49,佐賀県,33.249367,130.298822,男性,20,小型車,レンタカー,1
2025/5/5,13,50,福岡県,33.606785,130.418314,男性,60,小型車,自家用車,1
2025/5/5,13,50,福岡県,33.606785,130.418314,女性,30,小型車,自家用車,1
2025/5/5,13,50,福岡県,33.606785,130.418314,女性,40,小型車,自家用車,1
2025/5/5,13,52,香川県,34.340149,134.043444,男性,20,普通車,自家用車,1
2025/5/5,13,54,福岡県,33.606785,130.418314,男性,30,小型車,自家用車,1
2025/5/5,13,54,福岡県,33.606785,130.418314,男性,30,小型車,自家用車,1
2025/5/5,13,54,福岡県,33.606785,130.418314,女性,30,小型車,自家用車,1
2025/5/5,13,55,島根県,35.472297,133.050499,女性,20,普通車,自家用車,1
2025/5/5,13,55,島根県,35.472297,133.050499,女性,30,普通車,自家用車,1
2025/5/5,13,55,島根県,35.472297,133.050499,男性,20,普通車,自家用車,1
2025/5/5,13,55,島根県,35.472297,133.050499,女性,40,普通車,自家用車,1
2025/5/5,13,55,島根県,35.472297,133.050499,女性,30,普通車,自家用車,1
2025/5/5,13,56,福岡県,33.606785,130.418314,女性,30,普通車,自家用車,1
2025/5/5,13,56,福岡県,33.606785,130.418314,女性,0,普通車,自家用車,1
2025/5/5,13,58,長崎県,32.744839,129.873756,女性,30,普通車,自家用車,1
2025/5/5,13,58,長崎県,32.744839,129.873756,女性,20,普通車,自家用車,1
2025/5/5,13,58,長崎県,32.744839,129.873756,男性,30,普通車,自家用車,1
2025/5/5,13,58,長崎県,32.744839,129.873756,女性,20,普通車,自家用車,1
2025/5/5,13,58,長崎県,32.744839,129.873756,女性,30,普通車,自家用車,1
2025/5/5,14,1,福岡県,33.606785,130.418314,男性,50,普通車,自家用車,1
2025/5/5,14,1,福岡県,33.606785,130.418314,男性,70,普通車,自家用車,1
2025/5/5,14,4,福岡県,33.606785,130.418314,男性,50,小型車,事業用,1
2025/5/5,14,4,福岡県,33.606785,130.418314,男性,40,小型車,事業用,1
2025/5/5,14,4,福岡県,33.606785,130.418314,女性,10,小型車,事業用,1
2025/5/5,14,5,福岡県,33.606785,130.418314,女性,20,小型車,自家用車,1
2025/5/5,14,5,福岡県,33.606785,130.418314,男性,60,小型車,自家用車,1
2025/5/5,14,5,福岡県,33.606785,130.418314,男性,30,小型車,自家用車,1
2025/5/5,14,6,鹿児島県,31.560148,130.557981,女性,30,普通車,自家用車,1
2025/5/5,14,8,奈良県,34.685333,135.832744,女性,30,普通車,自家用車,1
2025/5/5,14,8,奈良県,34.685333,135.832744,女性,40,普通車,自家用車,1
2025/5/5,14,9,大分県,33.238194,131.612591,女性,30,普通車,自家用車,1
2025/5/5,14,9,大分県,33.238194,131.612591,女性,40,普通車,自家用車,1
2025/5/5,14,9,大分県,33.238194,131.612591,男性,40,普通車,自家用車,1
2025/5/5,14,9,大分県,33.238194,131.612591,男性,30,普通車,自家用車,1
2025/5/5,14,10,福岡県,33.606785,130.418314,女性,20,普通車,自家用車,1
2025/5/5,14,11,佐賀県,33.249367,130.298822,男性,10,小型車,自家用車,1
2025/5/5,14,11,佐賀県,33.249367,130.298822,女性,20,小型車,自家用車,1
2025/5/5,14,11,佐賀県,33.249367,130.298822,女性,40,小型車,自家用車,1
2025/5/5,14,12,福岡県,33.606785,130.418314,男性,30,小型車,自家用車,1
2025/5/5,14,12,福岡県,33.606785,130.418314,女性,20,小型車,自家用車,1
2025/5/5,14,12,福岡県,33.606785,130.418314,男性,30,小型車,自家用車,1
2025/5/5,14,13,福岡県,33.606785,130.418314,男性,50,小型車,自家用車,1
2025/5/5,14,13,福岡県,33.606785,130.418314,男性,30,小型車,自家用車,1
2025/5/5,14,13,福岡県,33.606785,130.418314,男性,30,小型車,自家用車,1
2025/5/5,14,14,山口県,34.186121,131.4705,女性,30,普通車,自家用車,1
2025/5/5,14,15,福岡県,33.606785,130.418314,女性,40,小型車,レンタカー,1
2025/5/5,14,17,福岡県,33.606785,130.418314,女性,30,小型車,レンタカー,1
2025/5/5,14,17,福岡県,33.606785,130.418314,女性,30,小型車,レンタカー,1
2025/5/5,14,17,福岡県,33.606785,130.418314,男性,40,小型車,レンタカー,1
2025/5/5,14,17,福岡県,33.606785,130.418314,男性,70,小型車,レンタカー,1
2025/5/5,14,21,福岡県,33.606785,130.418314,女性,50,普通車,自家用車,1
2025/5/5,14,21,福岡県,33.606785,130.418314,男性,20,普通車,自家用車,1
2025/5/5,14,22,福岡県,33.606785,130.418314,男性,40,小型車,自家用車,1
2025/5/5,14,22,福岡県,33.606785,130.418314,男性,40,小型車,自家用車,1
2025/5/5,14,24,福岡県,33.606785,130.418314,男性,0,小型車,自家用車,1
2025/5/5,14,24,福岡県,33.606785,130.418314,男性,60,小型車,自家用車,1
2025/5/5,14,24,福岡県,33.606785,130.418314,男性,50,小型車,自家用車,1
2025/5/5,14,25,千葉県,35.605058,140.123308,女性,40,小型車,自家用車,1
2025/5/5,14,25,千葉県,35.605058,140.123308,女性,50,小型車,自家用車,1
2025/5/5,14,25,千葉県,35.605058,140.123308,男性,10,小型車,自家用車,1
2025/5/5,14,26,大分県,33.238194,131.612591,女性,20,小型車,自家用車,1
2025/5/5,14,26,大分県,33.238194,131.612591,女性,50,小型車,自家用車,1
2025/5/5,14,26,大分県,33.238194,131.612591,女性,30,小型車,自家用車,1
2025/5/5,14,27,佐賀県,33.249367,130.298822,女性,20,普通車,自家用車,1
2025/5/5,14,28,大阪府,34.686316,135.519711,女性,20,普通車,自家用車,1
2025/5/5,14,29,福岡県,33.606785,130.418314,女性,30,普通車,自家用車,1
2025/5/5,14,29,福岡県,33.606785,130.418314,女性,30,普通車,自家用車,1
2025/5/5,14,30,福岡県,33.606785,130.418314,女性,30,小型車,自家用車,1
2025/5/5,14,30,福岡県,33.606785,130.418314,男性,20,小型車,自家用車,1
2025/5/5,14,31,佐賀県,33.249367,130.298822,女性,20,小型車,自家用車,1
2025/5/5,14,31,佐賀県,33.249367,130.298822,女性,20,小型車,自家用車,1
2025/5/5,14,31,佐賀県,33.249367,130.298822,女性,20,小型車,自家用車,1
2025/5/5,14,31,佐賀県,33.249367,130.298822,女性,20,小型車,自家用車,1
2025/5/5,14,32,福岡県,33.606785,130.418314,男性,40,小型車,自家用車,1
2025/5/5,14,32,福岡県,33.606785,130.418314,女性,30,小型車,自家用車,1
2025/5/5,14,32,福岡県,33.606785,130.418314,男性,40,小型車,自家用車,1
2025/5/5,14,35,福岡県,33.606785,130.418314,男性,40,小型車,自家用車,1
2025/5/5,14,35,福岡県,33.606785,130.418314,女性,30,小型車,自家用車,1
2025/5/5,14,36,福岡県,33.606785,130.418314,女性,30,小型車,自家用車,1
2025/5/5,14,36,福岡県,33.606785,130.418314,女性,40,小型車,自家用車,1
2025/5/5,14,38,福岡県,33.606785,130.418314,女性,30,小型車,自家用車,1
2025/5/5,14,38,福岡県,33.606785,130.418314,女性,20,小型車,自家用車,1
2025/5/5,14,38,福岡県,33.606785,130.418314,女性,30,小型車,自家用車,1
2025/5/5,14,38,福岡県,33.606785,130.418314,女性,30,小型車,自家用車,1
2025/5/5,14,38,福岡県,33.606785,130.418314,女性,30,小型車,自家用車,1
2025/5/5,14,38,福岡県,33.606785,130.418314,女性,40,小型車,自家用車,1
2025/5/5,14,39,佐賀県,33.249367,130.298822,女性,40,小型車,事業用,1
2025/5/5,14,39,佐賀県,33.249367,130.298822,男性,30,小型車,事業用,1
2025/5/5,14,39,佐賀県,33.249367,130.298822,女性,20,小型車,事業用,1
2025/5/5,14,39,佐賀県,33.249367,130.298822,女性,20,小型車,事業用,1
2025/5/5,14,40,福岡県,33.606785,130.418314,女性,40,小型車,自家用車,1
2025/5/5,14,40,福岡県,33.606785,130.418314,女性,30,小型車,自家用車,1
2025/5/5,14,40,福岡県,33.606785,130.418314,男性,50,小型車,自家用車,1
2025/5/5,14,40,福岡県,33.606785,130.418314,男性,10,小型車,自家用車,1
2025/5/5,14,41,佐賀県,33.249367,130.298822,女性,10,小型車,自家用車,1
2025/5/5,14,43,山口県,34.186121,131.4705,女性,50,普通車,自家用車,1
2025/5/5,14,43,山口県,34.186121,131.4705,女性,50,普通車,自家用車,1
2025/5/5,14,43,山口県,34.186121,131.4705,女性,40,普通車,自家用車,1
2025/5/5,14,44,佐賀県,33.249367,130.298822,男性,70,小型車,自家用車,1
2025/5/5,14,45,福岡県,33.606785,130.418314,男性,60,普通車,自家用車,1
2025/5/5,14,45,福岡県,33.606785,130.418314,男性,30,普通車,自家用車,1
2025/5/5,14,45,福岡県,33.606785,130.418314,女性,30,普通車,自家用車,1
2025/5/5,14,45,福岡県,33.606785,130.418314,男性,60,普通車,自家用車,1
2025/5/5,14,46,福岡県,33.606785,130.418314,男性,60,小型車,レンタカー,1
2025/5/5,14,46,福岡県,33.606785,130.418314,女性,30,小型車,レンタカー,1
2025/5/5,14,46,福岡県,33.606785,130.418314,男性,20,小型車,レンタカー,1
2025/5/5,14,47,佐賀県,33.249367,130.298822,女性,50,普通車,自家用車,1
2025/5/5,14,47,佐賀県,33.249367,130.298822,男性,30,普通車,自家用車,1
2025/5/5,14,47,佐賀県,33.249367,130.298822,女性,40,普通車,自家用車,1
2025/5/5,14,47,佐賀県,33.249367,130.298822,女性,30,普通車,自家用車,1
2025/5/5,14,47,佐賀県,33.249367,130.298822,男性,30,普通車,自家用車,1
2025/5/5,14,48,佐賀県,33.249367,130.298822,女性,60,普通車,自家用車,1
2025/5/5,14,48,佐賀県,33.249367,130.298822,女性,50,普通車,自家用車,1
2025/5/5,14,48,佐賀県,33.249367,130.298822,男性,20,普通車,自家用車,1
2025/5/5,14,49,佐賀県,33.249367,130.298822,女性,30,小型車,自家用車,1
2025/5/5,14,49,佐賀県,33.249367,130.298822,女性,30,小型車,自家用車,1
2025/5/5,14,49,佐賀県,33.249367,130.298822,女性,20,小型車,自家用車,1
2025/5/5,14,51,長崎県,32.744839,129.873756,女性,30,小型車,自家用車,1
2025/5/5,14,53,福岡県,33.606785,130.418314,女性,30,普通車,自家用車,1
2025/5/5,14,53,福岡県,33.606785,130.418314,女性,20,普通車,自家用車,1
2025/5/5,14,53,福岡県,33.606785,130.418314,男性,30,普通車,自家用車,1
2025/5/5,14,53,福岡県,33.606785,130.418314,男性,50,普通車,自家用車,1
2025/5/5,14,53,福岡県,33.606785,130.418314,女性,30,普通車,自家用車,1
2025/5/5,14,53,福岡県,33.606785,130.418314,女性,20,普通車,自家用車,1
2025/5/5,14,54,福岡県,33.606785,130.418314,女性,30,普通車,自家用車,1
2025/5/5,14,54,福岡県,33.606785,130.418314,女性,40,普通車,自家用車,1
2025/5/5,14,54,福岡県,33.606785,130.418314,女性,20,普通車,自家用車,1
2025/5/5,14,55,長崎県,32.744839,129.873756,女性,20,小型車,自家用車,1
2025/5/5,14,55,長崎県,32.744839,129.873756,女性,30,小型車,自家用車,1
2025/5/5,14,55,長崎県,32.744839,129.873756,女性,30,小型車,自家用車,1
2025/5/5,14,55,長崎県,32.744839,129.873756,男性,30,小型車,自家用車,1
2025/5/5,14,56,大阪府,34.686316,135.519711,男性,60,普通車,自家用車,1
2025/5/5,14,56,大阪府,34.686316,135.519711,女性,20,普通車,自家用車,1
2025/5/5,14,56,大阪府,34.686316,135.519711,女性,20,普通車,自家用車,1
2025/5/5,14,56,大阪府,34.686316,135.519711,女性,20,普通車,自家用車,1
2025/5/5,14,56,大阪府,34.686316,135.519711,男性,30,普通車,自家用車,1
2025/5/5,14,57,広島県,34.39656,132.459622,男性,40,小型車,自家用車,1
2025/5/5,14,57,広島県,34.39656,132.459622,男性,40,小型車,自家用車,1
2025/5/5,14,58,福岡県,33.606785,130.418314,男性,40,小型車,レンタカー,1
2025/5/5,14,58,福岡県,33.606785,130.418314,男性,60,小型車,レンタカー,1
2025/5/5,14,59,大分県,33.238194,131.612591,男性,30,小型車,自家用車,1
2025/5/5,14,59,大分県,33.238194,131.612591,女性,20,小型車,自家用車,1
2025/5/5,14,59,大分県,33.238194,131.612591,女性,60,小型車,自家用車,1
2025/5/5,15,0,福岡県,33.606785,130.418314,女性,20,普通車,自家用車,1
2025/5/5,15,0,福岡県,33.606785,130.418314,女性,30,普通車,自家用車,1
2025/5/5,15,0,福岡県,33.606785,130.418314,男性,30,普通車,自家用車,1
2025/5/5,15,0,福岡県,33.606785,130.418314,男性,40,普通車,自家用車,1
2025/5/5,15,0,福岡県,33.606785,130.418314,男性,40,普通車,自家用車,1
2025/5/5,15,0,福岡県,33.606785,130.418314,男性,30,普通車,自家用車,1
2025/5/5,15,1,福岡県,33.606785,130.418314,男性,50,普通車,自家用車,1
2025/5/5,15,2,岐阜県,35.391227,136.722291,女性,30,トラック,事業用,1
2025/5/5,15,4,山口県,34.186121,131.4705,女性,20,普通車,自家用車,1
2025/5/5,15,4,山口県,34.186121,131.4705,男性,30,普通車,自家用車,1
2025/5/5,15,4,山口県,34.186121,131.4705,女性,20,普通車,自家用車,1
2025/5/5,15,4,山口県,34.186121,131.4705,女性,30,普通車,自家用車,1
2025/5/5,15,5,長崎県,32.744839,129.873756,女性,10,小型車,自家用車,1
2025/5/5,15,5,長崎県,32.744839,129.873756,女性,20,小型車,自家用車,1
2025/5/5,15,5,長崎県,32.744839,129.873756,女性,30,小型車,自家用車,1
2025/5/5,15,5,長崎県,32.744839,129.873756,女性,20,小型車,自家用車,1
2025/5/5,15,5,長崎県,32.744839,129.873756,女性,40,小型車,自家用車,1
2025/5/5,15,5,長崎県,32.744839,129.873756,女性,50,小型車,自家用車,1
2025/5/5,15,5,長崎県,32.744839,129.873756,女性,10,小型車,自家用車,1
2025/5/5,15,5,長崎県,32.744839,129.873756,男性,20,小型車,自家用車,1
2025/5/5,15,6,佐賀県,33.249367,130.298822,男性,20,小型車,自家用車,1
2025/5/5,15,6,佐賀県,33.249367,130.298822,男性,20,小型車,自家用車,1
2025/5/5,15,6,佐賀県,33.249367,130.298822,男性,20,小型車,自家用車,1
